,designation,company_name,location,estab_year,employees_count,job_description,skills,hr_name,experience_req,emp_overall_rating,emp_wl_bal_rating,emp_salary_n_benefits_rating,emp_comp_culture_rating,emp_career_growth_rating,emp_diversity_n_inclusion_rating,emp_likely_to_recomm_rating
0,Business Systems Analyst (Drive),Google,Hyderabad,Founded in 1998,More than 1000 employees,Function: Data Science and Analysis → Data Analysis / Business Intelligence,"Finance
Marketing
Microsoft Excel
Product Management
Sales
UI Testing
UX Design","Aneesh Vikram
Recruiting Specialist
at Google",5-9 Years,4.1,4.3,4.4,4.4,4.3,4.4,4.5
1,Technical Writer (Drive),Hugosave,Hyderabad,Founded in 2019,10 - 50 employees,Function: IT Operations and Support → Technical Writing,"Postman
Swagger
Technical Writing","Neha Khaitan
Talent Acquisition Specialist
at Hugosave",7-10 Years,,,,,,,
2,AEM Developer (Drive),LTIMindtree,"Bangalore, Hyderabad, Mumbai",Founded in 1996,More than 1000 employees,Function: Software Engineering → Other Software Development,Adobe Experience Manager (AEM),"Akshata
Recruiter
at LTIMindtree",3-6 Years,4,3.8,3.4,4,3.9,4,4.3
3,Big Data - Java Spark Developer (Drive),LTIMindtree,"Bangalore, Chennai, Mumbai",Founded in 1996,More than 1000 employees,Function: Software Engineering → Big Data / DWH / ETL,"Amazon Redshift
Big Data
Data Analysis
Data Warehousing
ETL
Java
Spark","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
4,Informatica IICS Developer (Drive),LTIMindtree,"Bangalore, Hyderabad, Mumbai",Founded in 1996,More than 1000 employees,Function: Software Engineering → Big Data / DWH / ETL,"Informatica
Informatica PowerCenter","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
5,Oracle - UFT Testing (Drive),LTIMindtree,Mumbai,Founded in 1996,More than 1000 employees,Function: Software Engineering → QA / SDET,"Automation Testing
QTP","Akshata
Recruiter
at LTIMindtree",3-5 Years,4,3.8,3.4,4,3.9,4,4.3
6,PL / SQL Developer (Drive),LTIMindtree,"Bangalore, Hyderabad, Mumbai",Founded in 1996,More than 1000 employees,Function: IT Operations and Support → Database Admin / Development,"Oracle RAC
PL-SQL","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
7,Snowflake Developer (Drive),LTIMindtree,"Bangalore, Chennai, Mumbai",Founded in 1996,More than 1000 employees,Function: Software Engineering → Big Data / DWH / ETL,"Data Warehousing
ETL
SQL
Snowflake","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
8,Key Account Manager (Drive),Park+,Gurgaon,Founded in 2019,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Channel Sales
Corporate Sales
Key Account Management
Sales","Hitesh Gupta
Recruiter
at Park+",0-1 Years,3.8,3.4,3.6,3.6,3.9,3.7,3.6
9,Sales Executive (Drive),Park+,"Jaipur, Lucknow",Founded in 2019,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Channel Sales
Corporate Sales
Sales","Hitesh Gupta
Recruiter
at Park+",1-3 Years,3.8,3.4,3.6,3.6,3.9,3.7,3.6
10,Sales / Senior Sales Associate (Drive),Ivy Homes,Bangalore,Founded in 2021,0 - 10 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Lead Generation
Sales","Pritam Thakur
Co-Founder
at Ivy Homes",1-5 Years,,,,,,,
11,.NET Azure Fullstack Developer (Drive),LTIMindtree,Mumbai,Founded in 1996,More than 1000 employees,Function: Software Engineering → Backend Development,".NET
ASP.NET
Angular
Azure
Bootstrap
C#
CSS
HTML","Akshata
Recruiter
at LTIMindtree",3-6 Years,4,3.8,3.4,4,3.9,4,4.3
12,Automation Testing (Drive),LTIMindtree,Bangalore,Founded in 1996,More than 1000 employees,Function: Software Engineering → QA / SDET,"API Testing
Appium
Cucumber
JMeter
Java
Mobile Apps Testing
Performance Testing
Python
Ruby
SDET
Selenium
SoapUI","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
13,Azure Databricks Developer (Drive),LTIMindtree,"Bangalore, Chennai, Mumbai",Founded in 1996,More than 1000 employees,Function: Software Engineering → Big Data / DWH / ETL,"Databricks
Hadoop
Spark
ETL
PySpark
Snowflake","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
14,Azure DevOps (Drive),LTIMindtree,Mumbai,Founded in 1996,More than 1000 employees,Function: IT Operations and Support → DevOps / Cloud,"Ansible
Azure
Azure DevOps Server
CI - CD
DevOps
Kafka","Akshata
Recruiter
at LTIMindtree",4-6 Years,4,3.8,3.4,4,3.9,4,4.3
15,GCP Developer (Drive),LTIMindtree,"Bangalore, Chennai, Mumbai",Founded in 1996,More than 1000 employees,Function: Software Engineering → Big Data / DWH / ETL,"BigQuery
Google Cloud
Python
Dataflow","Akshata
Recruiter
at LTIMindtree",5-6 Years,4,3.8,3.4,4,3.9,4,4.3
16,React.js Developer (Drive),LTIMindtree,Mumbai,Founded in 1996,More than 1000 employees,Function: Software Engineering → Frontend Development,"CSS
HTML
JavaScript
React.js
jQuery","Akshata
Recruiter
at LTIMindtree",3-6 Years,4,3.8,3.4,4,3.9,4,4.3
17,Regional Supply Head (Drive),Treebo,"Kolkata, Mumbai",Founded in 2015,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Profit and Loss Management
Strategic Planning","Advita Karkera
Talent Acquisition Executive
at Treebo",5-8 Years,3.4,3.4,3.1,3.6,3.3,4.4,3
18,"Territory Sales Manager (Gujarat, Chandigarh, Indore) (Drive)",Treebo,"Chandigarh, Gandhinagar, Indore",Founded in 2015,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Corporate Sales
Direct Sales
Sales","Advita Karkera
Talent Acquisition Executive
at Treebo",2-6 Years,3.4,3.4,3.1,3.6,3.3,4.4,3
19,"Territory Sales Manager (Jamshedpur, Kolkata, Ranchi) (Drive)",Treebo,"Jamshedpur, Kolkata, Ranchi",Founded in 2015,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Corporate Sales
Direct Sales
Sales","Advita Karkera
Talent Acquisition Executive
at Treebo",2-6 Years,3.4,3.4,3.1,3.6,3.3,4.4,3
20,Software Technologist (Drive),Applied Materials,"Bangalore, Chennai",Founded in 1967,More than 1000 employees,Function: Software Engineering → Full-Stack Development,"C#
C++
Java
Linux
Oracle Access Manager
Oracle Database
PostgreSQL
PowerShell
Python
Shell Scripting
Windows","Pallavi Choudhary
Talent Acquisition Specialist
at Applied Materials",3-7 Years,4,3.5,3.7,3.9,3.9,4,4.2
21,Associate Sales (Mumbai) (Drive),Dunzo,Mumbai,Founded in 2014,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Field Work
Lead Generation
Sales","Shreya Shandilya
Recruiter
at Dunzo",1-2 Years,3.6,3.1,3.7,3.3,3.6,3.8,3
22,Enterprise - Sales Manager (Drive),Dunzo,"Bangalore, Delhi, Mumbai",Founded in 2014,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"CRM
Corporate Sales
HLOOKUP
Jira
Key Account Management
Sales","Sindhu Muttiravala
Talent Acquisition Associate
at Dunzo",2-4 Years,3.6,3.1,3.7,3.3,3.6,3.8,3
23,Senior Software Engineer - Full Stack (Drive),Google,"Bangalore, Hyderabad",Founded in 1998,More than 1000 employees,Function: Software Engineering → Full-Stack Development,"API Testing
Angular
Database Development
Distributed Systems
Java
NoSQL
RDBMS
React.js
TypeScript","Hari Hara Eshwaran S
Recruiter
at Google",6-10 Years,4.1,4.3,4.4,4.4,4.3,4.4,4.5
24,Associate / Sr. Associate - Inside Sales (Drive),MediBuddy,Bangalore,Founded in 2013,More than 1000 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Key Account Management
Lead Generation
LinkedIn Sales Navigator","Sadhana
Senior Associate
at MediBuddy",1-5 Years,3.2,2.9,3.2,3.1,3.3,3.1,2.8
25,Associate - Sales Representative / Inside Sales (Drive),O4S,Gurgaon,Founded in 2016,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Key Account Management
Lead Generation
LinkedIn Sales Navigator","Krishibha Sharma
TA Associate
at O4S",1-5 Years,4.3,3.8,4.1,4.3,4.4,3.7,4.3
26,Senior Content Marketer - B2C (Drive),Refyne,Bangalore,Founded in 2020,10 - 50 employees,Function: Marketing → Content Writing,"Content Marketing
Content Writing
SEO
Social Media Marketing","Swati Kapur
Senior Talent Acquisition
at Refyne",4-7 Years,5,4.5,4.5,4.5,5,4.5,
27,Product Support Engineer / Customer Support (Drive),Richpanel,Work From Home,Founded in 2018,10 - 50 employees,Function: Sales and Business → Customer Service,"Customer Service
Desktop Troubleshooting
L2 Support","Ayushi Aeran
Talent Acquisition-HR
at Richpanel",3-7 Years,4.7,4,4.8,4.6,4.8,4.9,4.7
28,"Territory Sales Manager (Bangalore, Gurgaon, Mumbai) (Drive)",Treebo,"Bangalore, Gurgaon, Mumbai",Founded in 2015,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Corporate Sales
Direct Sales
Sales","Advita Karkera
Talent Acquisition Executive
at Treebo",2-6 Years,3.4,3.4,3.1,3.6,3.3,4.4,3
29,Senior Full - Stack Developer (Drive),Truminds Software Systems,"Bangalore, Gurgaon, Hyderabad",Founded in 2017,200 - 500 employees,Function: Software Engineering → Full-Stack Development,"Angular
Java
JavaScript
Node.js
React.js
Spring
jQuery","Priyansha Arora Sheher
Senior Executive Talent Acquisition
at Truminds Software Systems",4-6 Years,4.1,3.4,3.4,4,4.1,3.9,4
30,C / C++ Development (Drive),Applied Materials,Bangalore,Founded in 1967,More than 1000 employees,Function: Software Engineering → Backend Development,"Algorithms
C
C++
Computer Vision
Data Structures
Devicenet
Hardware
Image Processing
Industrial Automation
Microarrays
Modbus
Python
RS232
Visual Studio","Pallavi Choudhary
Talent Acquisition Specialist
at Applied Materials",4-8 Years,4,3.5,3.7,3.9,3.9,4,4.2
31,Senior Software Engineer (Drive),Google,"Bangalore, Hyderabad",Founded in 1998,More than 1000 employees,Function: Software Engineering → Backend Development,"C#
C++
Golang
Java
JavaScript
Linux
Python
Unix","Shraddha Gupta Sheher
Technical Recruiter
at Google",7-11 Years,4.1,4.3,4.4,4.4,4.3,4.4,4.5
32,Senior Software Engineer - Big Data (Drive),Google,"Bangalore, Hyderabad",Founded in 1998,More than 1000 employees,Function: Software Engineering → Big Data / DWH / ETL,"Cloud Computing
Hadoop
Hive
Java
Jupyter
Spark","Hari Hara Eshwaran S
Recruiter
at Google",6-10 Years,4.1,4.3,4.4,4.4,4.3,4.4,4.5
33,Senior Software Engineer - Database (Drive),Google,"Bangalore, Hyderabad",Founded in 1998,More than 1000 employees,Function: IT Operations and Support → Database Admin / Development,"Database Administration
Database Development
Distributed Systems
jQuery","Hari Hara Eshwaran S
Recruiter
at Google",6-10 Years,4.1,4.3,4.4,4.4,4.3,4.4,4.5
34,Senior Software Engineer - Networking (Drive),Google,"Bangalore, Hyderabad",Founded in 1998,More than 1000 employees,Function: Software Engineering → Full-Stack Development,"C
C++
Networking","Hari Hara Eshwaran S
Recruiter
at Google",6-10 Years,4.1,4.3,4.4,4.4,4.3,4.4,4.5
35,SEO Specialist (Drive),Jalan Technologies,Work From Home,Founded in 2016,10 - 50 employees,Function: Marketing → SEO / SEM,"Google Ads
SEM
SEO","Sneha Suresh
Talent Acquisition Specialist
at Jalan Technologies",2-5 Years,4.4,4.2,4,4.6,4.4,4.5,4.6
36,Social Media Marketer (Drive),Jalan Technologies,Work From Home,Founded in 2016,10 - 50 employees,Function: Marketing → Online Marketing,"Brand Management
Content Marketing
Facebook Marketing
KPI
LinkedIn Marketing
Social Media Marketing","Sneha Suresh
Talent Acquisition Specialist
at Jalan Technologies",2-5 Years,4.4,4.2,4,4.6,4.4,4.5,4.6
37,Manager - Accounting (Drive),RingCentral,Bangalore,Founded in 2003,More than 1000 employees,Function: Operations → Accounting / Finance,"Accounting
CPA
ERPS
Finance
Financial Reporting
NetSuite
Payroll Management","Pallavi Padhy
Talent Acquisition Specialist
at RingCentral",10-14 Years,4.6,4.4,4.6,4.6,4.6,4.8,4.5
38,Content Writer (Drive),Zoomcar,Bangalore,Founded in 2012,200 - 500 employees,Function: Marketing → Content Writing,"Content Marketing
Content Writing
English Content","Bharath Br
Recruiter
at Zoomcar",3-6 Years,3.4,3.1,2.9,2.9,3.1,3,3
39,Deputy Manager - Performance Marketing (Drive),Zoomcar,Bangalore,Founded in 2012,200 - 500 employees,Function: Marketing → SEO / SEM,"Performance Marketing
SEM
SEO
Social Media Marketing","Bharath Br
Recruiter
at Zoomcar",2-6 Years,3.4,3.1,2.9,2.9,3.1,3,3
40,Software Development Engineer (Drive),Head Digital Works,Hyderabad,Founded in 2005,200 - 500 employees,Function: Software Engineering → Backend Development,"Apache Beam
Java
JavaScript
Linux
NoSQL
React.js
Spring
Spring Boot
Tomcat
jQuery","Sughra Ali Zaidi
Recruiter
at Head Digital Works",4-8 Years,4.1,4.2,4.1,4,4,3.6,3.9
41,TA Specialist (Drive),Jalan Technologies,Work From Home,Founded in 2016,10 - 50 employees,Function: Human Resources → Talent Acquisition,"IT Recruitment
Non IT Recruitment
Recruitment","Sneha Suresh
Talent Acquisition Specialist
at Jalan Technologies",2-4 Years,4.4,4.2,4,4.6,4.4,4.5,4.6
42,Customer Support Executive - KYC Specialist (Drive),Refyne,Bangalore,Founded in 2020,10 - 50 employees,Function: Sales and Business → Customer Service,"Customer Service
KYC","Swati Kapur
Senior Talent Acquisition
at Refyne",0-1 Years,5,4.5,4.5,4.5,5,4.5,
43,Anaplan Analyst / Manager (Drive),RingCentral,Bangalore,Founded in 2003,More than 1000 employees,Function: Operations → Accounting / Finance,"Anaplan
Architecture
FPA
Finance
L1 Support
L2 Support
SQL
Solution Architecture
Stakeholder Management","Pallavi Padhy
Talent Acquisition Specialist
at RingCentral",4-8 Years,4.6,4.4,4.6,4.6,4.6,4.8,4.5
44,Product Manager - Digital Lending (Drive),ShopSe,Mumbai,Founded in 2019,50 - 200 employees,Function: Technical Management → Product Management,"Mapping
NBFC
Product Lifecycle Management
Product Management","Ajay Kumar
Manager - Talent Acquisition
at ShopSe",4-7 Years,,,,,,,
45,Assistant Manager - B2C Inside Sales (Drive),Univariety,Hyderabad,Founded in 2011,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Corporate Sales
Direct Sales
International Sales
Sales
Telecalling","Sunitha Mudiraj
HR Manager
at Univariety",1-5 Years,3.6,3.4,3.5,3.8,3.7,3.7,3.9
46,Key Account Manager / Senior Key Account Manager (Drive),Univariety,Hyderabad,Founded in 2011,50 - 200 employees,Function: Sales and Business → Customer Service,"Corporate Strategy
Customer Relationship
Customer Service
Key Account Management
Retention Management
Stakeholder Management
Strategic Planning","Sunitha Mudiraj
HR Manager
at Univariety",4-8 Years,3.6,3.4,3.5,3.8,3.7,3.7,3.9
47,Manager - Institutional / B2B Sales (Drive),Univariety,Hyderabad,Founded in 2011,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Corporate Sales
Direct Sales
International Sales
Sales","Sunitha Mudiraj
HR Manager
at Univariety",2-6 Years,3.6,3.4,3.5,3.8,3.7,3.7,3.9
48,Enterprise Sales Outbound (Drive),Whatfix,"Bangalore, Gurgaon",Founded in 2013,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
International Sales
Key Account Management
LinkedIn Sales Navigator","Sowmya Shivarama
Talent Acquisition Specialist
at Whatfix",6-10 Years,4.1,3.8,4.3,4.1,4.1,4.1,4.3
49,"Manager / Senior Manager / AD, Strategic Accounts (Drive)",Whatfix,"Bangalore, Gurgaon",Founded in 2013,200 - 500 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Farming
International Sales
Key Account Management","Sowmya Shivarama
Talent Acquisition Specialist
at Whatfix",6-10 Years,4.1,3.8,4.3,4.1,4.1,4.1,4.3
50,Sales Executive - Modern Trade (Drive),Cargill,"Chennai, Hyderabad, Vijayawada",Founded in 1900,More than 1000 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Distribution
Lead Generation
Sales","Aakanshu Gupta
Engineering Manager
at Cargill",3-7 Years,4,3.6,3.9,4,3.7,4.1,4
51,Engineering Manager (Drive),Crayon Data,Chennai,Founded in 2012,50 - 200 employees,Function: Technical Management → Engineering Management,".NET
Algorithms
Architecture
Data Structures
HTTP
Java
Node.js
Spring Boot","Meenakshi Priyadharshini
Senior Talent Acquisition Partner
at Crayon Data",9-12 Years,4.1,3.6,4,4.1,4.1,4.2,3.5
52,Senior Financial Accountant (Drive),EagleView,Work From Home,Founded in 2008,0 - 10 employees,Function: Operations → Accounting / Finance,"Accounting
Auditing
Chartered Accountant
Direct Taxation
Financial Analysis
GST
Income Tax
Indirect Taxation
NetSuite
SEZ
STPI
TDS
Taxation","Laks
Talent Acquisition - Sr. Manager
at EagleView",3-6 Years,3.5,3.4,3.4,3.4,3.2,3.4,3
53,Event Manager (Drive),GoKwik,Work From Home,Founded in 2020,50 - 200 employees,Function: Marketing → Event Management,"Corporate Events
Cultural Events
Event Management
Event Marketing
Event Planning","Chandrima Sarma
HR Associate
at GoKwik",5-9 Years,4.5,4.4,4.4,4.6,4.6,4.5,4.5
54,Finance Manager (Drive),GoKwik,Work From Home,Founded in 2020,50 - 200 employees,Function: Operations → Accounting / Finance,"Accounting
Auditing
Finance
GST
Income Tax
MIS
Sales Tax
TDS
Taxation","Chandrima Sarma
HR Associate
at GoKwik",5-9 Years,4.5,4.4,4.4,4.6,4.6,4.5,4.5
55,Senior Sales Manager (Drive),GoKwik,Work From Home,Founded in 2020,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Corporate Sales
Key Account Management
Sales","Chandrima Sarma
HR Associate
at GoKwik",5-9 Years,4.5,4.4,4.4,4.6,4.6,4.5,4.5
56,ASW Cloud Security Manager (Drive),HDFC Life,"Bangalore, Mumbai",Founded in 2000,More than 1000 employees,Function: IT Operations and Support → DevOps / Cloud,"AWS
CI - CD
Cloud Computing
DevOps
Linux","Hr
Recruiter
at HDFC Life",5-6 Years,,,,,,,
57,Business Development (Lending) (Drive),Jupiter,Bangalore,Founded in 2019,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Corporate Banking
Corporate Loans
Corporate Sales
Corporate Strategy
Key Account Management
Marketing
Microsoft Office
Partnerships
Product Marketing
Retail Banking
Retail Loans
Retail Marketing
Sales
Stakeholder Management
Strategic Planning","Lalitha Gangadhara
Talent Acquisition Lead
at Jupiter",4-6 Years,4.4,3.9,4.1,4.2,4.2,4.2,4
58,Business Development Associate (Drive),Thence,Work From Home,Founded in 2012,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Corporate Sales
Key Account Management
Lead Generation
Telecalling","Raji L
Recruiter
at Thence",3-7 Years,4.1,3.6,3.4,3.9,4,4.4,3.5
59,Business Development Associate (US Shift) (Drive),Thence,Work From Home,Founded in 2012,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Corporate Sales
International Sales
Key Account Management
LinkedIn Sales Navigator
Telecalling","Raji L
Recruiter
at Thence",3-7 Years,4.1,3.6,3.4,3.9,4,4.4,3.5
60,Sales Executive - General Trade (Drive),Cargill,Kochi,Founded in 1900,More than 1000 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Distribution
Lead Generation
Sales","Aakanshu Gupta
Engineering Manager
at Cargill",3-7 Years,4,3.6,3.9,4,3.7,4.1,4
61,Sales Executive - General Trade (Drive),Cargill,"Chennai, Coimbatore, Mysuru",Founded in 1900,More than 1000 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Distribution
Lead Generation
Sales","Aakanshu Gupta
Engineering Manager
at Cargill",3-7 Years,4,3.6,3.9,4,3.7,4.1,4
62,Sales Executive - General Trade (Drive),Cargill,"Anantapur, Hyderabad, Kurnool",Founded in 1900,More than 1000 employees,Function: Sales and Business → Sales / Business Development,"Corporate Sales
Distribution
Lead Generation
Sales","Aakanshu Gupta
Engineering Manager
at Cargill",3-7 Years,4,3.6,3.9,4,3.7,4.1,4
63,Business Analyst (Drive),HDFC Life,Bangalore,Founded in 2000,More than 1000 employees,Function: Data Science and Analysis → Data Analysis / Business Intelligence,"Business Analysis
Documentation
Microsoft Excel
Power BI
R
SQL
Tableau","Hr
Recruiter
at HDFC Life",3-6 Years,,,,,,,
64,Customer Success Manager (Drive),Tranzact,Mumbai,Founded in 2017,10 - 50 employees,Function: Sales and Business → Customer Service,"Customer Interaction
Customer Relationship
Escalation Management
Google Data Studio
Microsoft Excel
SQL","Mukti Shetty
Talent Acquisition Manager
at Tranzact",2-5 Years,3.8,3.1,3.4,3.9,3.7,4.3,3
65,Admission Counsellor Study Abroad (Drive),upGrad,"Bangalore, Hyderabad, Noida",Founded in 2015,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Corporate Sales
Sales","Abhishek Singh Bhadoria
Sr. Asso- Talent Acquisition
at upGrad",1-4 Years,3.8,3.1,3.7,3.5,3.8,3.8,3.5
66,Key Account Manager (Drive),upGrad,Mumbai,Founded in 2015,50 - 200 employees,Function: Sales and Business → Sales / Business Development,"Channel Sales
Corporate Sales
Direct Sales
Key Account Management
Sales","Abhishek Singh Bhadoria
Sr. Asso- Talent Acquisition
at upGrad",2-3 Years,3.8,3.1,3.7,3.5,3.8,3.8,3.5
67,Office Operations (Drive),Zenda,"Bangalore, Delhi",Founded in 2021,10 - 50 employees,Function: Human Resources → HR Generalist,"Back Office Operations
Bill Processing
Employee Induction
Google Workspace
Human Capital Management
Inventory Management
Microsoft Excel
Office Operations
Policy Formulation
Procurement
Vendor Management","Meenal Sharma
Senior TA Specialist
at Zenda",2-5 Years,5,5,5,5,5,5,5
68,Territory Sales Manager (Drive),Zenda,"Delhi, Lucknow",Founded in 2021,10 - 50 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Direct Sales
Sales","Meenal Sharma
Senior TA Specialist
at Zenda",3-7 Years,5,5,5,5,5,5,5
69,Territory Sales Manager (Drive),Zenda,"Mumbai, Pune",Founded in 2021,10 - 50 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Direct Sales
Sales","Meenal Sharma
Senior TA Specialist
at Zenda",3-7 Years,5,5,5,5,5,5,5
70,Backend Architect,BillDesk,Mumbai,Founded in 2000,500 - 1000 employees,Function: Software Engineering → Backend Development,"Java
Architecture
SOAP
UML
Spring Boot","Uneza Khan
Senior Recruiter
at RecRoots",10-15 Years,3.4,3.5,2.5,2.9,3.2,2.9,3
71,Senior Java Developer,Evolving Systems,Work From Home,Founded in 1985,200 - 500 employees,Function: Software Engineering → Backend Development,"Java
J2EE
Spring Boot
Microservices","Sudhan K N R
Technical Recruiter
at Hashone Careers",10-15 Years,3.3,3.4,3.2,3.1,2.9,3.2,2.5
72,Training Manager (Drive),OneCode.in,Bangalore,Founded in 2019,50 - 200 employees,Function: Design and Creative → Other Design,Instructional Design,"Rinsy Backer
Head - People Practice
at OneCode.in",6-10 Years,4.9,4.6,4.8,4.9,5,4.9,5
73,SDE II Frontend,Quotient Technology,Bangalore,Founded in 1998,500 - 1000 employees,Function: Software Engineering → Frontend Development,"Angular
JavaScript
HTML
Google Cloud
CSS","Shahida
Talent Acquisition Specialist
at Success Pact",3-5 Years,,,,,,,
74,SSE - Frontend,Quotient Technology,Bangalore,Founded in 1998,500 - 1000 employees,Function: Software Engineering → Frontend Development,"Angular
JavaScript
HTML
CSS
Google Cloud","Shahida
Talent Acquisition Specialist
at Success Pact",5-9 Years,,,,,,,
75,SSE Backend,Quotient Technology,Bangalore,Founded in 1998,500 - 1000 employees,Function: Software Engineering → Backend Development,"Java
Spring Boot
Microservices
MongoDB
AWS","Shahida
Talent Acquisition Specialist
at Success Pact",5-10 Years,,,,,,,
76,Business Development Executives (Drive),Tranzact,Mumbai,Founded in 2017,10 - 50 employees,Function: Sales and Business → Sales / Business Development,"Business Development
Channel Sales
Direct Sales
Key Account Management
Sales","Mukti Shetty
Talent Acquisition Manager
at Tranzact",2-4 Years,3.8,3.1,3.4,3.9,3.7,4.3,3
77,Customer Delight (Drive),Tranzact,Mumbai,Founded in 2017,10 - 50 employees,Function: Sales and Business → Customer Service,"Customer Interaction
Customer Service
Freshdesk
Microsoft Excel
Zendesk","Mukti Shetty
Talent Acquisition Manager
at Tranzact",2-5 Years,3.8,3.1,3.4,3.9,3.7,4.3,3
78,Software Development Engineer (Backend),Twenty Point Nine Five Ventures,Noida,Founded in 2022,10 - 50 employees,Function: Software Engineering → Backend Development,"Java
Python
Golang
AWS","Chandramouli Careersahead
Chief Consultant
at Careers Ahead",2-5 Years,,,,,,,
79,Software Development Engineer - Frontend,Twenty Point Nine Five Ventures,Noida,Founded in 2022,10 - 50 employees,Function: Software Engineering → Frontend Development,"React Native
Flutter
React.js","Chandramouli Careersahead
Chief Consultant
at Careers Ahead",2-5 Years,,,,,,,
80,Business Development Manager,Art Attack Animation,Delhi,Founded in 2018,0 - 10 employees,"Function: Design and Creative → Graphic Design / Animation, Sales / Business Development","Sales
Business Development
Graphic Design
2D Animation
UX Design","Madhulika Khatri
Associate Sourcing Specialist
at Mee2Bee Smart Services",3-8 Years,,,,,,,
81,Engineering Manager,BillDesk,Mumbai,Founded in 2000,500 - 1000 employees,"Function: Software Engineering → Backend Development, Engineering Management","Java
Spring Boot
SOAP
REST Assured
Payment Solutions","Uneza Khan
Senior Recruiter
at RecRoots",10-15 Years,3.4,3.5,2.5,2.9,3.2,2.9,3
82,Software Engineering - Backend,CashFlo,Mumbai,Founded in 2017,10 - 50 employees,Function: Software Engineering → Backend Development,"Node.js
AWS
Kafka
Python
CI - CD","Kapil Goyal
Co-Founder
at Keeboo Staffing",4-7 Years,4,4.2,4.2,4.3,3.9,4.3,5
83,.NET Developer,GlobalLogic,Bangalore,Founded in 2000,More than 1000 employees,"Function: Software Engineering → Backend Development, Frontend Development, Full-Stack Development",".NET
Microservices
Angular
Azure
ASP.NET","Saritha
IT Recruiter
at Majoris Technologies",8-12 Years,4.1,4.1,3.6,4.1,3.9,4,4.3
84,.NET Full Stack Lead / Architect,GlobalLogic,Bangalore,Founded in 2000,More than 1000 employees,"Function: Software Engineering → Backend Development, Frontend Development, Full-Stack Development",".NET
Angular
ASP.NET
Azure
Microservices","Saritha
IT Recruiter
at Majoris Technologies",8-12 Years,4.1,4.1,3.6,4.1,3.9,4,4.3
85,iOS Developer,Lenskart.com,Bangalore,Founded in 2008,More than 1000 employees,Function: Software Engineering → Mobile Development,"iOS
Objective-C
Swift
Cocoa","Sneha Halimani
HR Recruiter
at CornerTree Consulting",5-9 Years,,,,,,,
86,PPM / Director - Product Management,Paytm,Work From Home,Founded in 2000,More than 1000 employees,Function: Technical Management → Product Management,"Payment Solutions
Product Management","Priyal
Talent Acquisition Specialist
at Catalyst IQ",7-12 Years,3.8,3.4,3.5,3.4,3.8,3.6,3.7
87,ENOVIA Developer,SLK,Bangalore,Founded in 2000,More than 1000 employees,Function: Software Engineering → Other Software Development,"Java
MQL
ENOVIA
TCL
SQL","Keerthi K
Recruiter
at Acesoft Labs",2-4 Years,3.7,3.5,3.3,3.6,3.7,3.7,3.7
88,SDE 3,Stable Money,Bangalore,Founded in 2022,10 - 50 employees,Function: Software Engineering → Backend Development,"Java
AWS
Spring Boot
Data Structures
Algorithms","Sumitabh Ghosh
Recruitment Consultant
at KPB Consultants",6-10 Years,,,,,,,
